epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,648.3301156750024,439.0138793661838,604.8582153320312,463.1246337890625,7.187122410019288,5.206104936724295
2.0,612.3971854511151,435.6821364529384,604.8582153320312,463.1246337890625,1.2464028640076246,5.925510183209828
3.0,616.5390204052134,439.1290782466184,604.8582153320312,463.1246337890625,1.9311641599792186,5.1812306648696325
4.0,609.5341459551022,449.32645460329405,604.8582153320312,463.1246337890625,0.7730622655929591,2.979366282652338
5.0,612.4266373669116,445.39652212360045,604.8582153320312,463.1246337890625,1.251272090389927,3.8279353703168817
6.0,615.973929470337,446.4210671045797,604.8582153320312,463.1246337890625,1.837738804986534,3.606710907995165
7.0,608.5888792838372,449.5995264723657,604.8582153320312,463.1246337890625,0.6167832158414199,2.9204033493189256
8.0,618.996317282405,448.565744754907,604.8582153320312,463.1246337890625,2.3374241420549753,3.1436222502443276
9.0,600.8668223649317,460.37999351310253,604.8582153320312,463.1246337890625,0.6598890229024107,0.5926353460200644
10.0,610.3871541461452,457.70442527401656,604.8582153320312,463.1246337890625,0.914088405177555,1.1703563403009702
11.0,603.8860729461855,462.14870320697963,604.8582153320312,463.1246337890625,0.16072235793508263,0.2107274178223416
12.0,621.1827326419842,453.611278310895,604.8582153320312,463.1246337890625,2.698899824149991,2.054167449555387
13.0,623.2657565555746,450.81621099881716,604.8582153320312,463.1246337890625,3.0432820050958105,2.6576912330367235
14.0,610.538962488565,436.8698959173456,604.8582153320312,463.1246337890625,0.9391865750579754,5.669043699298237
15.0,609.363067316214,451.3361871974979,604.8582153320312,463.1246337890625,0.7447781761069215,2.5454155817878235
