epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,593.7251708461329,549.6364100345204,602.7626953125,473.9283447265625,1.4993503308431622,15.974580577500252
2.0,609.3031147911048,475.7027751637575,602.7626953125,473.9283447265625,1.0850736997275434,0.3744090128685556
3.0,607.3978200917394,434.9185726650963,602.7626953125,473.9283447265625,0.768980033981089,8.231154033205858
4.0,618.1104146289174,453.02986528043243,602.7626953125,473.9283447265625,2.5462291272787594,4.409628518460453
5.0,602.5377230012607,454.01138905246466,602.7626953125,473.9283447265625,0.0373235293074437,4.202524684525699
6.0,607.4181567811926,441.4751900290213,602.7626953125,473.9283447265625,0.7723539470668425,6.8476922848464294
7.0,608.364113731734,483.81840516342663,602.7626953125,473.9283447265625,0.9292908241990684,2.086826109244489
8.0,619.9811953644588,463.2447702247068,602.7626953125,473.9283447265625,2.8565968308692273,2.2542594509766376
9.0,614.2115845293431,465.98376148316834,602.7626953125,473.9283447265625,1.8994024192070258,1.6763258268458001
10.0,603.8912810148292,467.3398069585486,602.7626953125,473.9283447265625,0.18723549269155346,1.3901970290076715
11.0,618.3323394163058,471.0281958867987,602.7626953125,473.9283447265625,2.583047063941766,0.6119382543867619
12.0,593.6246113151246,476.5207180682426,602.7626953125,473.9283447265625,1.516033435453028,0.5469968974267218
13.0,612.0227620420305,448.20321731062,602.7626953125,473.9283447265625,1.5362707084468274,5.428062639044064
14.0,616.5778530393825,461.44084908863465,602.7626953125,473.9283447265625,2.291972916426103,2.6348910709555957
15.0,610.2277881306215,457.02474416610255,602.7626953125,473.9283447265625,1.2384795668635895,3.566699638995562
