epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,539.7349056087047,520.1539138363194,589.4662475585938,490.0909729003906,8.436673372879705,6.134155207555502
2.0,563.4669070827753,502.53793398342765,589.4662475585938,490.0909729003906,4.4106580459017914,2.5397246167125034
3.0,629.1980255073789,516.7900351791428,589.4662475585938,490.0909729003906,6.7402973644959685,5.4477767914690185
4.0,601.9629725813807,491.4710991867662,589.4662475585938,490.0909729003906,2.1200068832685304,0.2816061430815371
5.0,604.822556256144,507.0375069933319,589.4662475585938,490.0909729003906,2.6051209481716486,3.4578343674951912
6.0,567.6221692962612,518.3275372104135,589.4662475585938,490.0909729003906,3.7057385987416085,5.7614944717135
7.0,567.6814558788632,480.39361032558514,589.4662475585938,490.0909729003906,3.695680926593704,1.978686225827799
8.0,594.6119938719892,500.6408934309479,589.4662475585938,490.0909729003906,0.8729501196561601,2.15264534829568
9.0,595.8248012861633,522.1884448503824,589.4662475585938,490.0909729003906,1.078696830209516,6.5492885453565615
10.0,638.8046421981526,523.3756836636728,589.4662475585938,490.0909729003906,8.370011827463374,6.791537205082779
11.0,602.086457349129,513.4449096038584,589.4662475585938,490.0909729003906,2.1409554563649147,4.765224824537701
12.0,588.9011983711232,477.2455029895708,589.4662475585938,490.0909729003906,0.09585776790627572,2.621037852380647
13.0,574.8218241861866,515.8042112145533,589.4662475585938,490.0909729003906,2.4843531640802627,5.246625572797245
14.0,580.2368527165495,496.8110705909892,589.4662475585938,490.0909729003906,1.5657206634425398,1.3711939338177501
15.0,610.8091360274325,476.8038751422804,589.4662475585938,490.0909729003906,3.620714257556744,2.7111492544896953
