epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,562.1439315385617,465.58164527063025,589.4662475585938,490.0909729003906,4.635094228582816,5.000975121968185
2.0,603.4453473276217,482.9483585805126,589.4662475585938,490.0909729003906,2.3714843431537416,1.4574058113348956
3.0,592.3985160248783,462.9816100102289,589.4662475585938,490.0909729003906,0.49744467616749655,5.531496066888709
4.0,630.2189751064959,517.8092579487061,589.4662475585938,490.0909729003906,6.913496356524009,5.655742827556449
5.0,590.3302667427248,498.58812034442235,589.4662475585938,490.0909729003906,0.14657653219494435,1.7337898296198047
6.0,579.796082849314,468.44212178967734,589.4662475585938,490.0909729003906,1.6404950663979383,4.417312765953218
7.0,625.9029508318982,483.9870864835809,589.4662475585938,490.0909729003906,6.1813044299339,1.2454598746609225
8.0,561.7921899985234,513.7025836982352,589.4662475585938,490.0909729003906,4.694765421207508,4.81780161305758
9.0,617.3840107369681,467.4834295332853,589.4662475585938,490.0909729003906,4.736108860176812,4.61292792913781
10.0,609.6959279480936,470.75342708075374,589.4662475585938,490.0909729003906,3.4318640758967343,3.9457053667395705
11.0,606.2912891369403,502.0082678889621,589.4662475585938,490.0909729003906,2.8542841338297604,2.431649560497748
12.0,614.0824049575639,490.01580218182505,589.4662475585938,490.0909729003906,4.176007956507001,0.01533811531371573
13.0,564.3837838063614,500.18463914395045,589.4662475585938,490.0909729003906,4.255114496566508,2.059549512578214
14.0,610.1368571105468,502.46283488067365,589.4662475585938,490.0909729003906,3.5066655024888997,2.5244011141575484
15.0,618.7513566365977,493.74942990711224,589.4662475585938,490.0909729003906,4.968072251684437,0.7464852872254777
