epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,560.2751596927094,482.1611919420425,593.4356079101562,490.3400268554688,5.587876388851141,1.6679925083572869
2.0,626.5412467690188,474.4989333648537,593.4356079101562,490.3400268554688,5.578640448531128,3.2306343808404545
3.0,611.4812290998976,456.83702051343585,593.4356079101562,490.3400268554688,3.040872665745635,6.83260686607341
4.0,594.5037527715965,470.4288878846181,593.4356079101562,490.3400268554688,0.17999338887025004,4.060679911966403
5.0,640.1302439010237,504.0491913417369,593.4356079101562,490.3400268554688,7.868526149839135,2.7958485408960847
6.0,589.2558514737507,517.2792543951833,593.4356079101562,490.3400268554688,0.704331924254597,5.49398908191826
7.0,578.6567149553433,511.01056674053336,593.4356079101562,490.3400268554688,2.4903953786760966,4.215552219471845
8.0,612.6652527532159,482.9722892485105,593.4356079101562,490.3400268554688,3.240392822193261,1.50257723282501
9.0,611.5228670998442,486.09883777161457,593.4356079101562,490.3400268554688,3.047889096743639,0.8649485768177678
10.0,589.9983928562212,492.06794855867304,593.4356079101562,490.3400268554688,0.5792060685471011,0.35239254569636597
11.0,601.1116281403886,462.5942648627081,593.4356079101562,490.3400268554688,1.293488312449637,5.658473808612606
12.0,595.1650801422688,504.29571000385204,593.4356079101562,490.3400268554688,0.2914338487714104,2.846123584460456
13.0,618.7561531925959,504.22006132491924,593.4356079101562,490.3400268554688,4.266772156057252,2.8306957844054765
14.0,602.8294102442451,492.8209064904322,593.4356079101562,490.3400268554688,1.5829522544442625,0.5059508706383168
15.0,605.9988142676019,472.6623076252969,593.4356079101562,490.3400268554688,2.117029411445038,3.6051960398865344
