epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,610.6266810550838,590.3393523922122,601.2450561523438,489.82568359375,1.5603662444690405,20.52029368101201
2.0,604.1613970304237,456.5033024309449,601.2450561523438,489.82568359375,0.4850502882706459,6.802906070242303
3.0,609.620793703769,488.9727933695742,601.2450561523438,489.82568359375,1.393065517249423,0.17412117264213278
4.0,618.5301663771575,482.9998837577007,601.2450561523438,489.82568359375,2.8748860465364054,1.3935161149513113
5.0,607.5499691489301,483.83501779072736,601.2450561523438,489.82568359375,1.0486428008131246,1.2230199443749779
6.0,595.3597565977049,483.1103967780841,601.2450561523438,489.82568359375,0.9788520494957169,1.3709544110462324
7.0,602.3304002754901,494.9478337943517,601.2450561523438,489.82568359375,0.18051609939081764,1.0457087841988093
8.0,604.0311776148626,476.1272600909431,601.2450561523438,489.82568359375,0.46339199532859043,2.796591514414763
9.0,601.3834698541741,474.09056933891407,601.2450561523438,489.82568359375,0.023021179203723503,3.2123906078976194
10.0,606.6511193341413,493.198137507925,601.2450561523438,489.82568359375,0.8991447208553444,0.6885008334867267
11.0,592.430711358312,503.15935037469734,601.2450561523438,489.82568359375,1.4660153466273755,2.7221248757559993
12.0,604.8436540227483,471.5513152755549,601.2450561523438,489.82568359375,0.5985243177604993,3.7307901423461187
13.0,603.2559674381725,475.2184153581405,601.2450561523438,489.82568359375,0.33445784963249187,2.9821360383634867
14.0,595.6881569634903,474.1466453925304,601.2450561523438,489.82568359375,0.9242319969189777,3.200942442663631
15.0,606.555126266039,480.82582788602383,601.2450561523438,489.82568359375,0.8831790065230539,1.8373588827960357
