epoch,x_pred,y_pred,x_truth,y_truth,x_acc,y_acc
1.0,615.5137609854855,492.603582857607,605.1238403320312,463.5103149414063,1.7169907977437042,6.276725021724378
2.0,613.2714861029174,472.0963020112165,605.1238403320312,463.5103149414063,1.3464426994671899,1.8523831709970826
3.0,614.3822959042571,450.46272745726264,605.1238403320312,463.5103149414063,1.5300100500330291,2.814950835731249
4.0,605.9243481782181,449.33634697451316,605.1238403320312,463.5103149414063,0.13228826776145894,3.057961713038666
5.0,624.3083349053547,452.17173582308055,605.1238403320312,463.5103149414063,3.170341886182664,2.446240947142481
6.0,628.4320898522498,451.81678674504917,605.1238403320312,463.5103149414063,3.8518147801662024,2.5228194107903184
7.0,601.1803773014057,462.30189033556553,605.1238403320312,463.5103149414063,0.6516786759652069,0.26071148082077444
8.0,602.0604922286522,460.11999577207484,605.1238403320312,463.5103149414063,0.5062349058497251,0.7314441685639818
9.0,612.0654708598291,438.42290178187193,605.1238403320312,463.5103149414063,1.1471421327556708,5.41248217155766
10.0,605.1613462100139,451.0587572857449,605.1238403320312,463.5103149414063,0.006198049966445494,2.686360422687779
11.0,621.658759850726,451.2816345304826,605.1238403320312,463.5103149414063,2.7324852231275623,2.638275787340256
12.0,622.8218715818607,461.87198678009037,605.1238403320312,463.5103149414063,2.9246957515536907,0.35346099288492544
13.0,621.3052572135595,451.00781060979773,605.1238403320312,463.5103149414063,2.674066993071942,2.6973519096741256
14.0,607.7656194746901,434.9194018502082,605.1238403320312,463.5103149414063,0.4365683462759111,6.168344515658161
15.0,613.7596197482005,450.2634337797783,605.1238403320312,463.5103149414063,1.4271094345631503,2.8579474360354977
